날짜,제목,글쓴이,조회,공감,비공감
2022.06.20 18:45,이래도 전라도를 믿능가?,roya****,381,5,15
2022.06.20 17:22,하반기 인플레이션이 둔화될 것이라는 3가지 근거,jjon****,276,2,1
2022.06.20 17:03,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,dafu****,401,0,0
2022.06.20 15:39,연기금 12거래일 순매수 ,boyo****,578,9,1
2022.06.20 15:12,기관들은 포케를 좋아해!,apar****,323,4,0
2022.06.20 15:05,여기는 외인이 주가를 가지고 노네 ,rara****,361,1,0
2022.06.20 14:38,몹쓸 종목이네,yong****,229,2,1
2022.06.20 14:03,목표가,alst****,321,4,3
2022.06.20 13:01,8월엔 30만 찍는다,dafu****,494,1,15
2022.06.20 12:42,"에코프로비엠,,,포스코케미칼과ㅠ함께 양극제 2차전지 소성로 신사업을 시작한 강원에너지를 주목하라,,,10배본다",rlad****,551,0,2
2022.06.20 12:14,2차전지 대장주는?  역시,idsy****,638,8,1
2022.06.20 12:03,ERP RPA 더존비즈 결합서비스 출시,qqww****,313,10,2
2022.06.20 09:38,2025년부터 기대해봐,ehdd****,604,2,2
2022.06.20 09:43,향후 2차전지 최고의 배더리 종목은 여러 정황 상 포케가 될게 거의 확실시 되네요^^,yhyp****,869,4,5
2022.06.20 09:37,봉사활동만 쳐하지말고,qkrg****,335,6,1
2022.06.20 09:33,또 욕해야 하나..,qkek****,286,1,1
2022.06.20 09:04,역시나 비엠 코신 엘앤 연전연승,roya****,379,6,1
2022.06.19 21:07,포케 낼 상한가~~~~~~~~~~~~~,goib****,800,9,4
2022.06.19 13:05,포케를 선택한건 잘못된 선택,tuo1****,708,10,3
2022.06.18 23:03,"◆휘발유 2천원 돌파..…전기차 몸값 더 오르나    [앵커]  국내 휘발유와 경유 평균 판매가격이 나란히 리터당 2,000원 선을 돌파했습니다",skyp****,308,0,0
2022.06.18 22:15,포스코 케미칼 실적 좋습니다. 주가 전망 자료에요,haha****,449,2,0
2022.06.18 04:36,술한잔 묵고 씁니다,zeni****,767,7,3
2022.06.18 00:15,자화자찬하고있네 지수엔장사읍다,rpwj****,518,3,1
2022.06.17 23:19,우선 꾸준히 좋은소식 있어요,chon****,665,4,1
2022.06.17 21:37,지수 3000에도 이가격었어?,phi2****,668,11,3
2022.06.17 20:00,하락장에 이 정도면 괴물이지,dong****,286,7,1
2022.06.17 18:40,개미들 어지간히 빡쳤나보네 ㅋㅋㅋ,bdor****,207,1,0
2022.06.17 17:55,연기금 11거래일 순매수,boyo****,582,5,2
2022.06.17 17:48,포스코케미칼 상승타이밍 안내,do53****,333,4,0
2022.06.17 17:24,그래도 공매도가 20%가 넘는다!,kimg****,241,5,1
2022.06.17 16:14,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,dafu****,391,3,0
2022.06.17 16:05,오를 것이여..,smj7****,373,5,1
2022.06.17 15:54,문어대가리가 자꾸 글지우네,roya****,196,1,0
2022.06.17 15:49,겁먹은 개인들만 매도했네 ㅉㅉㅉㅉ,goib****,188,2,3
2022.06.17 15:30,고객다변화,hsc1****,411,7,2
2022.06.17 15:06,"드디어 149,850원대로 들어왔다!",worl****,526,2,0
2022.06.17 15:03,포스코와 SK온 바떼리 손잡는다고 안 했나요?,kimg****,560,10,1
2022.06.17 14:29,워매,zeni****,275,5,0
2022.06.17 14:25,삼전대비 초고평가네...,duya****,358,0,7
2022.06.17 13:47,ㅊㅋㅊㅋ,zeni****,231,1,1
2022.06.17 12:59,호재떴다,rpwj****,675,1,1
2022.06.17 12:10,하반기가 기대되는 이유~,waab****,483,9,1
2022.06.17 11:54,목표가,alst****,381,5,6
2022.06.17 11:20,포케 꼭 사고 싶습니다만,db00****,407,1,3
2022.06.17 09:57,8월엔 8만 간다,dafu****,403,3,7
2022.06.17 09:29,맹날 이럭식이지 쓰레기주식,sims****,253,2,0
2022.06.17 09:20,다른 빳떼리주는 양전했다 OOO 민대가리야,ehdg****,206,3,0
2022.06.17 08:57,헉,cybe****,240,1,3
2022.06.16 22:10,국내 기준금리 빅스텝인상 총정리,cksd****,303,1,1
2022.06.16 16:47,미국선물개떡락 앞으로도 개떡락 하방,rpwj****,653,3,4
2022.06.16 15:35,잘났다  포케?,boms****,649,13,1
2022.06.16 15:17,전라도빡빡이는 미끼를 던진것이고,roya****,314,2,7
2022.06.16 14:41,오늘은,ewrp****,303,6,3
2022.06.16 15:09,공매고 뭐고,ajc6****,606,4,1
2022.06.16 14:09,공매 마이?었다,phi2****,220,3,0
2022.06.16 13:25,■코이즈 양극재가 포스코 잭팟 터트렸네     4000억 투자해 20조 잭팟 터졌다…포스코케미칼 '초대박'  입력2022.05.27. 오후 5:,dfke****,308,2,4
2022.06.16 16:21,■코이즈 양극재가 포스코 잭팟 터트렸네     4000억 투자해 20조 잭팟 터졌다…포스코케미칼 '초대박'  입력2022.05.27. 오후 5:,stha****,287,0,0
2022.06.16 13:12,조급해하지 마세요.,ch42****,558,6,4
2022.06.16 12:55,소식은 ,cucu****,230,3,0
2022.06.16 12:53,"강원에너지, 양극재 공정 건조기 등 생산 엔지니어링 업체 강원이솔루션 인수 에코프로비엠·포스코케미칼 등 증설 수혜",rlad****,319,2,2
2022.06.16 12:35,작년에 투자한 사람 대부분이 물려있는 종목,roya****,439,6,4
2022.06.16 12:29,와 이걸 사는놈들이 있네,roya****,446,4,7
2022.06.16 11:54,이제는 13만이 저항이네,qkrg****,318,1,1
2022.06.16 11:01, 포스코케미칼 얼티엄캠 총정리,cksd****,427,3,2
2022.06.16 10:23,유통물량 20%자사주취득공시상한가호재,llll****,700,15,1
2022.06.16 09:54,와,asg2****,267,6,0
2022.06.16 09:49,후회하지 말고 빨간색일때 팔아라,cybe****,308,3,1
2022.06.16 09:37,헷지들 현금화중,db00****,280,2,1
2022.06.16 09:26,일년내내 떨어지기만하그ㅡ,hhjk****,226,3,0
2022.06.16 09:25,Sk on과 더 물량 늘어나는게,shak****,275,3,0
2022.06.15 23:58,일진머티리얼즈 인수 부정,pmg7****,352,1,0
2022.06.15 23:22,굿,hsc1****,195,5,0
2022.06.15 23:06,이제 시작이당.,hana****,288,5,0
2022.06.15 22:48,근데 분위기 좋네요 ㅋㅋㅋㅋ,zeni****,196,2,0
2022.06.15 21:22,포스코케미칼 기술적분석 ,do53****,172,0,0
2022.06.15 20:05,이 무슨 하락장에 더 강하노 ㅡㅡ;,zeni****,189,3,0
2022.06.15 17:48,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,dafu****,248,1,2
2022.06.15 17:39,2차전지 관련주 중에 유일한 대머리,roya****,267,5,7
2022.06.15 15:35,카카오가 어떻게됫냐 ,whdw****,360,1,3
2022.06.15 15:28,pi30,alst****,563,3,1
2022.06.15 15:08,pi30,alst****,392,2,0
2022.06.15 14:50,기관  연기금 외인 다사내,kodo****,724,3,0
2022.06.15 14:39,11만 글쎄 그냥 다른데 가셔,drch****,362,4,0
2022.06.15 14:29,11만원이 ,alst****,466,1,3
2022.06.15 14:23,공구우먼팔면 조만간다시올께요,jpsk****,209,1,1
2022.06.15 14:13,목표가 스물스물 다가오네,alst****,328,1,4
2022.06.15 14:06,개미는 죽어도 안데려가겠다는 대머리의 의지다,roya****,214,4,0
2022.06.15 13:54,뭘그리 쫄아서 던지는지원 ...,hskz****,234,6,2
2022.06.15 13:20,어쩐지 장초에 선방한다 했음,dfrt****,341,2,0
2022.06.15 13:09,다들알g~,alst****,258,1,1
2022.06.15 12:56,역시나 윗꼬리대머리,roya****,201,3,0
2022.06.15 12:54,"포스코 홀딩스 - SK온, 2차전지 개발동맹",kese****,390,6,0
2022.06.15 12:50,파란불,alst****,186,1,1
2022.06.15 11:26,나는 오늘도,alst****,347,1,1
2022.06.15 12:04,11만원 오면 내가 2000주 던져줄게,vpdl****,337,0,0
2022.06.15 11:10,떡상가즈아!,gobe****,280,1,1
2022.06.15 11:02,옆집은...,hlak****,265,5,1
2022.06.15 10:52,■코이즈 양극재가 포스코 잭팟 터트렸네     4000억 투자해 20조 잭팟 터졌다…포스코케미칼 '초대박'  입력2022.05.27. 오후 5:,mark****,225,0,0
2022.06.15 10:04,지금부터 모아가도,love****,804,5,2
2022.06.15 10:04,전라도대머리글만 쓰면 삭제당함,roya****,202,2,1
2022.06.15 10:02,나가 주거라,kgh5****,281,4,0
2022.06.15 09:25,십조네ㅡ,jame****,323,1,0
2022.06.15 02:17,주식 10억 버는것보다...,ehdd****,608,5,2
2022.06.14 23:48,★★★주식'담보대출/신용 금리 이벤트★★★,runk****,179,0,1
2022.06.14 22:18,얘 2차전지 관련주는 맞음 ???,wint****,813,1,1
2022.06.14 19:42,9만6천원,kgh5****,404,2,6
2022.06.14 18:05,냉무,chil****,236,0,2
2022.06.14 16:43,언제쯤 15만원에 도달할련지?  엘앤 및 에코비엠 날라가는데 환장하겠네요.,yhyp****,372,2,2
2022.06.14 22:14,언제쯤 15만원에 도달할련지?  엘앤 및 에코비엠 날라가는데 환장하겠네요.,phi2****,252,3,0
2022.06.14 16:43,유일하게 제자리 못찾아간 ,ehfi****,255,8,0
2022.06.14 16:16,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,dafu****,381,2,3
2022.06.14 16:06,연기금 8거래일 순매수,boyo****,249,4,0
2022.06.14 16:01,전라도대머리글만 올리면 삭제네,koak****,300,2,4
2022.06.14 15:42,100억 매입 언제한가요???,sppp****,444,1,0
2022.06.14 15:32,다들 알쥐~,alst****,219,1,5
2022.06.14 15:28,다른 양극제는 펄펄 나는데 이건 뭐하노,alai****,242,2,2
2022.06.14 15:25,일부손절했네요,hhjk****,187,2,0
2022.06.14 15:16,하...진짜 짜증난다,alai****,367,0,1
2022.06.14 14:54,"내가머랬냐,,,2차전지 사업시작 엘앤에프하고 포스코케미칼하고 2차전지신사업하는 강원에너지 살라고했지",rlad****,548,2,0
2022.06.14 14:29,나는원해,alst****,270,1,3
2022.06.14 14:04,가라.,alst****,189,0,3
2022.06.14 13:35,자ㅡㅡ내일부터 한국,lys8****,335,4,0
2022.06.14 12:27,난 오늘도,alst****,418,2,6
2022.06.14 11:51,"자사주매입,,,,속도 좀 내라",jsle****,463,12,0
2022.06.14 11:19,진짜 왕짜증 종목이네^^,yhyp****,221,2,0
2022.06.14 11:05,96000원도 버텄는데 괘않타..^^,sjp6****,428,16,1
2022.06.14 09:05,신규입성,fire****,273,4,1
2022.06.14 08:29,오늘은 더 바닥으로 내려 갈 예정,sims****,290,3,8
2022.06.14 03:27,주식.코인500으로1억 만드려다...웃픈현실,ttor****,291,0,0
2022.06.14 03:08,야 포케좀 놓아줘라 쉐이들,ehdd****,275,1,0
2022.06.13 21:59,6월 FOMC 기준금리 75bp 인상이 힘든 이유,hic7****,625,3,0
2022.06.13 17:43,기존주주들 등신만든 주범이 대머리에 전라도다,roya****,482,7,8
2022.06.13 16:42,하..상대적 박탈감이 장난아니네요ㅅㅂ,alai****,952,16,2
2022.06.13 15:40,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,dafu****,607,2,1
2022.06.13 14:50,진짜 마지막이다.,alst****,711,3,4
2022.06.13 14:27,마지막으로 말한다.,alst****,488,3,3
2022.06.13 14:02,천안 애널리스트 초청 무료세미나,mh94****,243,0,0
2022.06.13 13:45,125000원 매수 대기중,fire****,460,1,3
2022.06.13 13:45,아싸!!!!,alst****,310,2,1
2022.06.13 13:42,다른놈들 다 반등칠때,roya****,337,5,1
2022.06.13 13:39,엔간히 다진듯 힌데 주린이들 기대치 주지말고,drch****,207,2,0
2022.06.13 13:17,10만 5처넌,alst****,256,1,1
2022.06.13 13:08,가라,alst****,201,2,2
2022.06.13 13:04,■코이즈 양극재가 포스코 잭팟 터트렸네     4000억 투자해 20조 잭팟 터졌다…포스코케미칼 '초대박'  입력2022.05.27. 오후 5:,mark****,190,0,1
2022.06.13 12:23,11만원 ,alst****,301,1,3
2022.06.13 12:03,"엘앤,에코비,코신등양극재회사들은",sjm9****,322,4,0
2022.06.13 10:27,운지!!,alst****,365,2,2
2022.06.13 10:06,개거품,alst****,441,2,4
2022.06.13 09:45,제발,alst****,318,1,3
2022.06.13 09:38,7월엔 30만 간다,dafu****,381,3,3
2022.06.13 09:34,조금 더 내려라,seg2****,216,2,0
2022.06.13 09:27,13위면,hara****,240,3,1
2022.06.13 08:13,오늘 12만원 선 안착할듯,sims****,439,3,3
2022.06.13 00:52,6월의추천주,ytml****,284,0,0
2022.06.12 22:51,◆코이즈 2차전지 양극재 대량증설 임박◆  코이즈 회사의 주가 상승세는 2차전지 소재 사업을 추진계획을 밝힌게 도화선이 됐다.  코이즈는 지난,dfke****,320,0,1
2022.06.12 22:03,내연차판매금지.언제적기사여,dog2****,207,1,1
2022.06.12 05:33,장기로보면좋으나 단기로는...,ehdd****,755,5,2
2022.06.12 01:27,월요일 테마,cafe****,700,3,3
2022.06.11 13:29,무증300% 받자,kn74****,807,1,4
2022.06.11 11:47,포케는 액면분할을 좀 하는게 좋을 듯 하네요. ,clas****,906,7,5
2022.06.11 00:16,양극재는 좋고 음극재는 아쉬운,youn****,467,0,2
2022.06.10 23:55,ㅋㅋㅋㅋㅋㅋㅋㅋ 분위기 좋네요,zeni****,432,1,5
2022.06.10 23:30,야 이 씌방새야 올릴꺼면 이빠이 올리고 내릴꺼면 이빠이내려,ehdd****,222,3,0
2022.06.10 19:58,미쵸따리,rudw****,519,6,1
2022.06.10 17:51,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,dafu****,537,3,1
2022.06.10 16:20,■코이즈 양극재가 포스코 잭팟 터트렸네     4000억 투자해 20조 잭팟 터졌다…포스코케미칼 '초대박'  입력2022.05.27. 오후 5:,skyp****,387,0,1
2022.06.10 15:29,선방 했다..,smj7****,412,12,1
2022.06.10 15:10,해도 너무하는군.,mdhe****,284,6,0
2022.06.10 13:29,지금 가격,alst****,533,3,1
2022.06.10 12:57,어멍!,alst****,352,4,0
2022.06.10 12:19,포스코 헬미칼 ㅋ,sppp****,451,5,0
2022.06.10 10:51,9월엔 40만 간다,dafu****,673,3,6
2022.06.10 11:40,9월엔 40만 간다. 님은 1년안에 죽는다,jhdo****,681,9,1
2022.06.10 10:47,다른거 반등할때 빌빌거리네 혼자,qkrg****,443,1,0
2022.06.10 10:06,안녕하세요?,alst****,428,2,5
2022.06.10 09:36,1년 누적으로 봐,shak****,427,5,0
2022.06.10 09:30,에라이 씨레기야,dalr****,173,0,0
2022.06.10 09:10,패대기치자,alst****,301,3,1
2022.06.10 09:02,그러니까,hara****,250,2,0
2022.06.10 08:47,오늘 또 하방 예정,sims****,335,4,0
2022.06.09 23:28,자사주 매입 50프로 매입완료,phi2****,946,25,5
2022.06.09 20:34,성장기업에투자하세요,mizz****,629,15,0
2022.06.09 19:54,오늘이 네마녀의날이였다는데 ,dlwn****,335,6,0
2022.06.09 18:31,에코앤엔 날아가는데...,ehdd****,310,2,1
2022.06.09 18:29,자사주소각 아니면 주가 폭락할수밖에 없음,ehdd****,511,2,0
2022.06.09 23:24,폭락까지는 아니고,phi2****,500,1,0
2022.06.09 16:35,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,dafu****,823,7,2
2022.06.09 16:40,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,hoj4****,744,5,0
2022.06.09 16:12,ㅋㅋㅋㅋ매주12에서 13왔다갔다,dlwn****,290,3,0
2022.06.09 15:22,헉..예체뭐냐,jpsk****,406,2,1
2022.06.09 15:22,동시호가 장난하지마라,qkrg****,321,2,0
2022.06.09 15:12,꼬라박아!,alst****,245,1,1
2022.06.09 15:00,Hmm이랑 비슷한 주식,hk40****,270,4,1
2022.06.09 14:25,자사주 2차 매입?,phi2****,478,10,1
2022.06.09 14:08,◆양극재 업종중 코스닥 최악 시총 코이즈. 코스닥 하위 1% 스몰캡 천억기준에도 못 미친다.  잘 나가는 '2차전지' 양극재…코스닥 시총 1·2,mark****,325,0,0
2022.06.09 13:53,불법공매도 이제 작사났다,yms2****,353,4,1
2022.06.09 13:34,박호두가 삼,skyh****,421,0,0
2022.06.09 12:36,너무비싸,alst****,317,1,4
2022.06.09 23:25,팔고가버리숑,phi2****,222,0,0
2022.06.09 12:26,16만 까지 홀딩,drch****,353,8,2
2022.06.09 12:13,이런 좋은 주식이 왜 이러는..,stwl****,470,8,0
2022.06.09 11:41,또,hara****,315,2,0
2022.06.09 11:29,ㅋㅋㅋㅋ ,akdm****,262,3,0
2022.06.09 11:16,굿,smj7****,286,6,0
2022.06.09 11:16,아~무 의미없다~,bdor****,595,7,0
2022.06.09 11:10,이주식이,asg2****,276,3,0
2022.06.09 10:55,혼내줘,alst****,293,2,1
2022.06.09 10:34,공매도 ,alst****,474,2,2
2022.06.09 10:26,오늘,hara****,394,3,3
2022.06.09 10:25,대형호재 찌라시 있던데...,mega****,1026,6,0
2022.06.09 10:19,자사주 싸게 잘 사고 있네요. ,clas****,416,1,0
2022.06.09 09:48,◆코이즈 2차전지 양극재 대량증설 임박◆  코이즈 회사의 주가 상승세는 2차전지 소재 사업을 추진계획을 밝힌게 도화선이 됐다.  코이즈는 지난,dfke****,434,1,1
2022.06.09 09:44,■코이즈 양극재가 포스코 잭팟 터트렸네     4000억 투자해 20조 잭팟 터졌다…포스코케미칼 '초대박'  입력2022.05.27. 오후 5:,dfke****,329,1,0
2022.06.09 09:31,어?  한번 뛰어 볼라고?,leej****,349,2,0
2022.06.09 09:06,염호지분 많이 챙겨올꺼야 걱정마,shak****,188,0,0
2022.06.09 08:39,안봐도...,hara****,421,4,1
2022.06.09 00:41,★주가 올리려면 자사주 소각만이 답이다★,ehdd****,332,4,1
2022.06.08 23:40,에흐..,dalr****,196,1,0
2022.06.08 22:56,"기업설명회 (For JP 모간, ,UBS )",clas****,345,8,0
2022.06.08 20:45,"포스코케미칼, 협력사 수의계약 ‘갑질’ 의혹→지명 경쟁입찰 '법정비화'",wkdw****,853,4,9
2022.06.08 19:15,공매도 뭔일있나?,lk12****,447,3,0
2022.06.08 16:06,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,dafu****,840,1,3
2022.06.08 15:16,"발굴한 보람이 있네요,, ..",wnsg****,479,1,0
2022.06.08 14:48,박아줘 오빠,alst****,693,2,7
2022.06.08 14:38,강하게,alst****,272,1,1
2022.06.08 14:25,부도나기전에 ,leej****,333,2,1
2022.06.08 14:13,파란빛밤~,alst****,282,1,1
2022.06.08 14:10,영롱한빛,alst****,197,1,1
2022.06.08 14:08,내려줘,alst****,194,1,3
2022.06.08 14:07,보여줘,alst****,190,1,2
2022.06.08 13:53,부탁이다..,smj7****,521,2,5
2022.06.08 13:45,널 보여봐.,alst****,193,1,1
2022.06.08 13:40,떨어뜨려줘.,alst****,149,0,1
2022.06.08 13:31,파란불,alst****,168,1,1
2022.06.08 13:26,강하게 파란불,alst****,178,1,1
2022.06.08 13:12,파란불,alst****,182,1,1
2022.06.08 13:04,제발,alst****,185,1,1
2022.06.08 13:02,"SKC, LG화학",mdhe****,233,1,1
2022.06.08 12:55,지겹다,boos****,322,5,0
2022.06.08 11:03,미국 5월 소비자물가지수 cpi 결과에따른 증시전망,hic7****,413,1,2
2022.06.08 10:52,하방으로 쏠듯,rara****,465,3,1
2022.06.08 10:41,공매도좀,alst****,246,2,0
2022.06.08 09:43,무증받자,kn74****,446,1,1
2022.06.08 09:21,8월엔 30만 간다.,dafu****,609,4,12
2022.06.08 09:05,오늘도,hara****,289,2,1
2022.06.07 22:36,퍼스코케미칼 기술적분석 ,do53****,412,1,2
2022.06.07 21:21,금감원장  이복현,ka47****,288,3,0
2022.06.07 19:47,개 ㅂㅅ 같은 주식,hk40****,777,19,3
2022.06.07 17:17,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,dafu****,557,0,1
2022.06.07 18:37,시간외 폭등중이네 ?,prah****,627,3,1
2022.06.07 16:53,양극제  20조  짹팟,lgh3****,379,1,1
2022.06.07 15:53,12만 깨러가는중이네 11.9만에 진입예정,duya****,450,3,3
2022.06.07 15:48,찬티들 다 어디 짱박혔냐???,sppp****,335,3,6
2022.06.07 15:31,느낌이 안 좋다,tjdr****,306,2,3
2022.06.07 14:42,공매도님들이 인생대박주를 완성해 가는구나 땡큐,phi2****,625,2,4
2022.06.07 14:33,ㅅㅂ..,yang****,293,3,1
2022.06.07 14:20,연기금,kjt0****,385,2,1
2022.06.07 14:02,오늘 예상종가액은?,blue****,410,0,1
2022.06.07 13:46,20조짜리.먹을려다. 기도가 막혔나. ,leej****,452,3,2
2022.06.07 12:57,135500원에 입성,blue****,1066,6,4
2022.06.07 12:37,어디 지리산 갔다왔나.언젯적 이야기를,leej****,292,2,1
2022.06.07 12:28,■코이즈 양극재가 포스코 잭팟 터트렸네     4000억 투자해 20조 잭팟 터졌다…포스코케미칼 '초대박'  입력2022.05.27. 오후 5:,mark****,440,1,1
2022.06.07 12:21,방송에서 종목 추천할 때 절대 안사는게 답이다,wowh****,429,4,1
2022.06.07 12:04,좋다매...,hara****,259,2,1
2022.06.07 10:36,한국투자..오늘작정했다,jpsk****,450,2,0
2022.06.07 10:35,이유없이 쳐박는건 1등 ㅋㅋ,qkrg****,295,5,0
2022.06.07 10:31,와 만주팔아버리네,dlwn****,306,1,0
2022.06.07 10:04,모건형왔으니 기다리자..,jpsk****,552,1,2
2022.06.07 09:51,이종목은 신한과 모건계열이 안사면 항상하락,esse****,295,2,0
2022.06.07 09:33,외국인이 팔면...,robi****,332,3,1
2022.06.07 09:21,뉴스띄우고 잘팔아드시네..ㅉㅉ,dalr****,332,5,1
2022.06.07 09:19,이번주 12깨진다,cybe****,282,4,1
2022.06.07 09:16,오늘도,hara****,234,2,1
2022.06.07 08:34,오늘 kb추천 이네,shak****,415,4,3
2022.06.06 17:39,근데 분위기 좋네요 ㅋㅋㅋㅋㅋㅋ,zeni****,1030,13,6
2022.06.06 10:41,D-14거래일,kn74****,907,1,7
2022.06.06 09:09,●최고의 고민은하나야●,ehdd****,742,5,1
